Id,date,Ttb,Tx,Tn,Utb,Un,RRR,Bh,Sh,RunOff,Thang
10217,1990-01-01 00:00:00.000,"21,8","29,1","16,8",74,46,0,"5,8","10,4",108,NULL
10218,1990-01-02 00:00:00.000,22,"29,1","17,2",76,51,0,"5,6","10,7",106,NULL
10219,1990-01-03 00:00:00.000,"21,3",27,"18,4",78,59,0,"5,5","11,3",104,NULL
10220,1990-01-04 00:00:00.000,"21,6","27,8","18,6",78,52,0,"6,1","9,8",106,NULL
10221,1990-01-05 00:00:00.000,"21,6","27,8","18,5",73,49,0,"5,6","9,2",102,NULL
10222,1990-01-06 00:00:00.000,"20,6","26,9","17,4",77,54,0,5,"6,8",100,NULL
10223,1990-01-07 00:00:00.000,"21,3","28,4","17,8",75,54,0,"5,6","10,4","96,2",NULL
10224,1990-01-08 00:00:00.000,"21,8","28,4","18,2",74,55,0,"5,6","10,6","96,2",NULL
10225,1990-01-09 00:00:00.000,"22,8","30,5",18,75,50,0,5,"10,4","96,2",NULL
10226,1990-01-10 00:00:00.000,"23,4","30,9","19,2",74,47,0,7,11,"94,4",NULL
10227,1990-01-11 00:00:00.000,"22,6",30,"19,5",76,50,0,"6,3","10,7","92,5",NULL
10228,1990-01-12 00:00:00.000,"22,4","28,6","19,9",78,57,0,"6,8","10,8","96,2",NULL
10229,1990-01-13 00:00:00.000,"23,1","30,2","19,7",76,47,0,"6,5","10,3","94,4",NULL
10230,1990-01-14 00:00:00.000,"23,5","29,7","20,2",78,56,0,"6,6","10,7","92,5",NULL
10231,1990-01-15 00:00:00.000,"23,3","32,2","18,9",75,42,0,6,"10,8","92,5",NULL
10232,1990-01-16 00:00:00.000,"22,3","29,5","17,2",76,53,0,7,"10,1","88,8",NULL
10233,1990-01-17 00:00:00.000,"22,8","30,2","19,1",76,46,0,"5,8","10,5","88,8",NULL
10234,1990-01-18 00:00:00.000,"22,7","31,4","17,4",76,46,0,5,10,"85,3",NULL
10235,1990-01-19 00:00:00.000,"22,8","31,9","18,2",74,35,0,6,"10,2","85,3",NULL
10236,1990-01-20 00:00:00.000,"22,3","29,6",19,76,50,0,5,"10,1","81,7",NULL
10237,1990-01-21 00:00:00.000,"22,2","28,9",19,73,48,0,"6,4","10,6","81,7",NULL
10238,1990-01-22 00:00:00.000,22,"28,8","18,9",73,48,0,"6,7","10,6","81,7",NULL
10239,1990-01-23 00:00:00.000,21,"27,5","17,6",76,48,0,"5,2","9,9","78,3",NULL
10240,1990-01-24 00:00:00.000,"20,1","26,4","16,3",77,54,0,6,"9,7",80,NULL
10241,1990-01-25 00:00:00.000,"19,9","26,7","15,7",76,52,0,"5,5","10,5","78,3",NULL
10242,1990-01-26 00:00:00.000,"20,5","28,7","16,2",75,48,0,"4,1","9,1","74,9",NULL
10243,1990-01-27 00:00:00.000,"21,2",29,"18,1",75,48,0,"4,5","10,5","76,6",NULL
10244,1990-01-28 00:00:00.000,"20,8","28,8","16,3",70,46,0,"6,7","9,8","78,3",NULL
10245,1990-01-29 00:00:00.000,"20,9",0,"15,7",68,35,0,"6,8",11,"78,3",NULL
10246,1990-01-30 00:00:00.000,"21,7","31,7","15,9",68,35,0,"7,2","10,4","78,3",NULL
10247,1990-01-31 00:00:00.000,"21,7","30,2","16,7",68,35,0,"6,3","9,8","76,6",NULL
10248,1990-02-01 00:00:00.000,"20,4","27,8","15,8",72,43,0,"7,5","9,9","68,5",NULL
10249,1990-02-02 00:00:00.000,"21,6","29,3","17,6",75,52,0,"6,4","10,8","71,6",NULL
10250,1990-02-03 00:00:00.000,"22,3","28,8","18,3",71,44,0,"6,7","10,8","71,6",NULL
10251,1990-02-04 00:00:00.000,"21,5","29,3","17,2",70,44,0,"7,8","10,7","65,3",NULL
10252,1990-02-05 00:00:00.000,"21,9","28,1","18,3",75,48,0,7,"10,1","65,3",NULL
10253,1990-02-06 00:00:00.000,"22,3","27,8","19,7",74,54,0,"6,4","10,7","59,3",NULL
10254,1990-02-07 00:00:00.000,"22,6","28,3","19,4",73,52,0,"6,6","9,1","62,3",NULL
10255,1990-02-08 00:00:00.000,"22,7","30,1","18,6",75,45,0,"6,2",11,"59,3",NULL
10256,1990-02-09 00:00:00.000,"22,4","29,6","19,2",76,49,0,"5,6","9,3","59,3",NULL
10257,1990-02-10 00:00:00.000,"23,5","31,3","19,2",74,48,0,6,"10,8","59,3",NULL
10258,1990-02-11 00:00:00.000,"23,6","30,7","20,2",74,44,0,7,"10,9","57,8",NULL
10259,1990-02-12 00:00:00.000,"23,7","31,9","19,7",68,39,0,"6,9",11,"56,4",NULL
10260,1990-02-13 00:00:00.000,"23,4","31,8","18,7",66,41,0,"7,3","10,9","56,4",NULL
10261,1990-02-14 00:00:00.000,24,"33,6","18,1",65,34,0,"8,7","10,8",55,NULL
10262,1990-02-15 00:00:00.000,"23,9","33,2","18,7",72,43,0,6,"9,9","53,7",NULL
10263,1990-02-16 00:00:00.000,"24,1","32,5",19,74,42,0,"4,9",11,"53,7",NULL
10264,1990-02-17 00:00:00.000,25,"33,4","20,4",75,50,0,"5,1","10,7","53,7",NULL
10265,1990-02-18 00:00:00.000,"25,9","33,5","20,5",74,41,0,"5,5","10,4","53,7",NULL
10266,1990-02-19 00:00:00.000,"25,4","33,2","20,2",72,43,0,6,"10,9","53,7",NULL
10267,1990-02-20 00:00:00.000,"25,2","33,3","19,9",74,50,0,"6,4","10,6","52,3",NULL
10268,1990-02-21 00:00:00.000,"24,9",34,"19,7",75,50,0,6,"9,6","52,3",NULL
10269,1990-02-22 00:00:00.000,25,"33,5","20,2",76,52,0,"5,2","9,3","52,3",NULL
10270,1990-02-23 00:00:00.000,"24,8","33,8","19,7",72,50,0,"4,6",10,"52,3",NULL
10271,1990-02-24 00:00:00.000,"25,2","33,2","21,2",75,48,0,"6,4",11,"50,9",NULL
10272,1990-02-25 00:00:00.000,"24,5","32,2","20,4",78,52,0,"7,6","1,9","53,7",NULL
10273,1990-02-26 00:00:00.000,"24,4","31,2","20,2",76,49,0,"6,6","11,1","56,4",NULL
10274,1990-02-27 00:00:00.000,"24,7","32,3","19,7",74,50,0,"6,5","10,7","53,7",NULL
10275,1990-02-28 00:00:00.000,"24,8","33,4","19,5",75,48,0,"6,5","9,6","49,7",NULL
10276,1990-03-01 00:00:00.000,"24,7",32,"20,2",73,43,0,"7,4","10,8","49,5",NULL
10277,1990-03-02 00:00:00.000,"25,2","33,4",20,72,41,0,"6,1","11,4","48,5",NULL
10278,1990-03-03 00:00:00.000,25,33,"20,6",70,42,0,"5,9","10,8","47,4",NULL
10279,1990-03-04 00:00:00.000,"25,1","33,6","20,2",67,34,0,"7,6","11,2","46,2",NULL
10280,1990-03-05 00:00:00.000,"24,4","32,5","19,6",69,33,0,8,11,"46,2",NULL
10281,1990-03-06 00:00:00.000,"23,2",31,"19,4",74,44,0,"6,9",11,"46,2",NULL
10282,1990-03-07 00:00:00.000,"23,3","30,9",19,75,54,0,"6,7","11,1",44,NULL
10283,1990-03-08 00:00:00.000,"23,6",31,"19,7",75,49,0,"7,4","10,7",43,NULL
10284,1990-03-09 00:00:00.000,"23,4",29,"20,3",77,57,0,6,7,"41,9",NULL
10285,1990-03-10 00:00:00.000,"24,2","31,3","19,9",72,43,0,"7,7","11,1","41,9",NULL
10286,1990-03-11 00:00:00.000,"24,7","31,6","20,2",72,51,0,"9,1","10,7","40,9",NULL
10287,1990-03-12 00:00:00.000,"24,8","32,7","20,1",70,48,0,"7,9","10,5","41,9",NULL
10288,1990-03-13 00:00:00.000,"24,4","31,5",20,73,48,0,"7,9","10,8","41,9",NULL
10289,1990-03-14 00:00:00.000,"24,9","33,2","19,7",70,40,0,"6,3",11,"41,9",NULL
10290,1990-03-15 00:00:00.000,"25,2","32,8","20,2",66,36,0,"7,8","9,8","41,9",NULL
10291,1990-03-16 00:00:00.000,"24,7",33,"20,7",68,37,0,"9,2","11,5","40,9",NULL
10292,1990-03-17 00:00:00.000,"24,4","31,7","19,6",65,42,0,"9,3","10,9","39,9",NULL
10293,1990-03-18 00:00:00.000,"23,7","30,3","20,5",70,51,0,"7,5",11,"38,3",NULL
10294,1990-03-19 00:00:00.000,"23,6","30,2","19,9",70,44,0,"9,2","11,3","36,6",NULL
10295,1990-03-20 00:00:00.000,"24,2","33,3","19,3",68,44,0,"8,1","10,1","37,4",NULL
10296,1990-03-21 00:00:00.000,"24,7","33,2","20,2",72,43,0,"6,1","8,7","36,6",NULL
10297,1990-03-22 00:00:00.000,"25,2","33,8",21,74,50,"2,2",6,"7,8","36,6",NULL
10298,1990-03-23 00:00:00.000,"26,6","34,4","21,6",72,44,0,"5,3","9,2","38,3",NULL
10299,1990-03-24 00:00:00.000,"27,2","35,2","21,1",66,41,0,"5,7","10,4","39,1",NULL
10300,1990-03-25 00:00:00.000,"26,7","36,5","21,2",70,35,0,"5,8","9,9","41,9",NULL
10301,1990-03-26 00:00:00.000,"25,6","32,5","22,2",79,56,"25,8","3,4","4,6",44,NULL
10302,1990-03-27 00:00:00.000,"25,6","34,5","20,9",76,51,0,"4,9","10,9","52,3",NULL
10303,1990-03-28 00:00:00.000,"25,8","33,2",21,72,49,0,6,8,"52,3",NULL
10304,1990-03-29 00:00:00.000,"26,2","34,5",21,72,46,0,"4,9","10,8","52,3",NULL
10305,1990-03-30 00:00:00.000,"26,2","34,2","20,5",68,35,0,"5,6","10,6","46,2",NULL
10306,1990-03-31 00:00:00.000,"27,3","35,9","20,3",58,40,0,"7,5","11,1","48,5",NULL
10307,1990-04-01 00:00:00.000,"27,2",36,"21,2",68,46,0,"5,5","10,1",44,NULL
10308,1990-04-02 00:00:00.000,"26,9","34,9","22,3",71,50,"8,8","5,2","9,2",44,NULL
10309,1990-04-03 00:00:00.000,"26,2",33,"22,2",75,54,0,"4,6","7,3","48,5",NULL
10310,1990-04-04 00:00:00.000,"27,8","36,2","21,6",63,31,0,"3,5",11,"46,2",NULL
10311,1990-04-05 00:00:00.000,"25,2",32,"21,2",68,42,0,"10,4","1,8","50,9",NULL
10312,1990-04-06 00:00:00.000,"25,1","31,2","21,3",70,45,"0,1","9,2","8,7","50,9",NULL
10313,1990-04-07 00:00:00.000,"26,3","33,2","22,3",68,46,0,"4,7",7,"46,2",NULL
10314,1990-04-08 00:00:00.000,26,33,"21,3",68,36,0,"5,1","5,2","41,9",NULL
10315,1990-04-09 00:00:00.000,"26,6","34,7","21,6",65,35,0,8,"9,3","39,9",NULL
10316,1990-04-10 00:00:00.000,"26,9",35,"21,3",66,45,0,"7,4","10,9","38,3",NULL
10317,1990-04-11 00:00:00.000,"28,8","35,6","22,7",62,41,"0,1","8,2","10,4","37,4",NULL
10318,1990-04-12 00:00:00.000,29,"36,2","25,2",66,45,0,"7,6","9,3","38,3",NULL
10319,1990-04-13 00:00:00.000,"23,3",29,"21,7",92,88,"67,6","2,1",0,"39,1",NULL
10320,1990-04-14 00:00:00.000,"25,1","31,9",21,76,51,0,"3,3","9,3","46,2",NULL
10321,1990-04-15 00:00:00.000,26,"31,6","23,1",79,59,0,"3,2","7,6","78,3",NULL
10322,1990-04-16 00:00:00.000,"26,3","32,8","21,7",80,58,"5,8","3,2",9,"81,7",NULL
10323,1990-04-17 00:00:00.000,"28,3","33,6","23,3",74,55,0,"4,2",9,70,NULL
10324,1990-04-18 00:00:00.000,"27,6",34,"23,1",73,52,0,"4,5","7,1","68,5",NULL
10325,1990-04-19 00:00:00.000,26,"33,8","23,7",84,77,"11,2","3,5","6,9","65,3",NULL
10326,1990-04-20 00:00:00.000,"26,6","32,5","22,6",82,66,0,5,"8,3","59,3",NULL
10327,1990-04-21 00:00:00.000,"27,4","32,7","24,2",74,59,0,"5,4","7,7","53,7",NULL
10328,1990-04-22 00:00:00.000,"27,2",35,"22,2",78,50,"6,4","5,6","8,9","50,9",NULL
10329,1990-04-23 00:00:00.000,"27,8","35,6","23,2",72,48,0,"4,6","9,3","50,9",NULL
10330,1990-04-24 00:00:00.000,"26,4","34,5","23,3",76,52,0,"6,6","6,8","49,7",NULL
10331,1990-04-25 00:00:00.000,"26,8","34,2","21,9",73,42,0,"8,7","10,2","50,9",NULL
10332,1990-04-26 00:00:00.000,"26,4","33,6","21,1",72,44,0,"8,4","11,1","50,9",NULL
10333,1990-04-27 00:00:00.000,"25,2","30,5","22,1",77,56,0,"7,5","5,1","50,9",NULL
10334,1990-04-28 00:00:00.000,"26,8","34,2","22,1",70,44,0,"7,7","10,7","47,4",NULL
10335,1990-04-29 00:00:00.000,27,"34,2","22,2",71,46,0,"9,8",11,43,NULL
10336,1990-04-30 00:00:00.000,"27,3",35,"21,4",69,43,0,"8,8","11,3","41,9",NULL
10337,1990-05-01 00:00:00.000,"27,5","35,7","21,8",71,43,0,"8,2","10,6","40,9",NULL
10338,1990-05-02 00:00:00.000,"27,5","35,7","22,2",71,47,0,"5,4","10,7","39,9",NULL
10339,1990-05-03 00:00:00.000,"26,9",35,"21,9",74,47,0,"5,8","10,8","38,3",NULL
10340,1990-05-04 00:00:00.000,"26,5","33,2","21,8",74,50,0,5,"6,2","35,8",NULL
10341,1990-05-05 00:00:00.000,"26,6","33,5","21,7",71,46,0,"5,8","9,9","33,6",NULL
10342,1990-05-06 00:00:00.000,"26,4","35,2","20,7",71,45,0,"6,1","10,8","33,6",NULL
10343,1990-05-07 00:00:00.000,"27,1","35,7","21,3",72,46,0,"6,1","9,2","33,6",NULL
10344,1990-05-08 00:00:00.000,"25,6","34,7","21,5",80,51,"26,3","5,3",9,"33,6",NULL
10345,1990-05-09 00:00:00.000,26,"34,3","21,7",82,56,"28,5","3,4","11,3","34,3",NULL
10346,1990-05-10 00:00:00.000,"25,6","32,5","21,9",80,63,"9,4","3,4","10,4","35,8",NULL
10347,1990-05-11 00:00:00.000,"26,4","32,3","21,4",75,62,"0,4","4,1","8,7",44,NULL
10348,1990-05-12 00:00:00.000,"26,4","33,7","21,7",74,49,"0,3","3,2","6,8",45,NULL
10349,1990-05-13 00:00:00.000,"25,2","31,9","20,5",81,61,"7,4",3,"7,2","81,7",NULL
10350,1990-05-14 00:00:00.000,"25,4","32,7","21,2",84,57,"41,8","2,9","6,8","59,3",NULL
10351,1990-05-15 00:00:00.000,"25,2",32,"20,9",84,64,"0,1","2,4","8,2","53,7",NULL
10352,1990-05-16 00:00:00.000,26,"32,2","21,3",78,55,0,"4,5","8,9","66,9",NULL
10353,1990-05-17 00:00:00.000,"26,6","33,8","22,2",81,50,"0,1","3,5","7,2","73,2",NULL
10354,1990-05-18 00:00:00.000,"26,2","33,7","23,2",82,55,"2,2",3,"9,5","71,6",NULL
10355,1990-05-19 00:00:00.000,"26,3","32,5","22,9",81,59,"0,2","1,8","5,3",70,NULL
10356,1990-05-20 00:00:00.000,25,"31,5","21,7",88,62,"39,3",1,"6,1","88,8",NULL
10357,1990-05-21 00:00:00.000,"24,6","31,2","21,6",88,68,"8,8","4,2","6,9",108,NULL
10358,1990-05-22 00:00:00.000,25,"31,7","22,1",86,69,"4,4","3,7","9,3",114,NULL
10359,1990-05-23 00:00:00.000,"24,4",31,"21,5",89,70,"6,4","2,2","9,7",120,NULL
10360,1990-05-24 00:00:00.000,"24,5","29,3","21,7",84,69,"3,1",2,"9,7",155,NULL
10361,1990-05-25 00:00:00.000,24,"28,4","22,2",92,82,"7,8","1,6","3,2",161,NULL
10362,1990-05-26 00:00:00.000,"23,6","29,8","21,2",91,90,"9,3","1,2","5,8",161,NULL
10363,1990-05-27 00:00:00.000,"25,1","29,1","21,7",85,72,"10,8","0,8","7,1",142,NULL
10364,1990-05-28 00:00:00.000,"26,2","31,2","22,4",80,66,"8,2",1,"8,8",128,NULL
10365,1990-05-29 00:00:00.000,"26,4","30,3","22,6",78,62,0,"2,1","7,4",110,NULL
10366,1990-05-30 00:00:00.000,26,"31,7","23,4",78,57,"14,1","1,7","3,9","96,2",NULL
10367,1990-05-31 00:00:00.000,"25,8","31,5","22,4",84,64,0,"3,7","2,9","92,5",NULL
10368,1990-06-01 00:00:00.000,"25,7","31,2","23,1",84,69,"4,1","3,3","6,1","83,5",NULL
10369,1990-06-02 00:00:00.000,"25,6","31,2","22,7",84,75,0,"2,8","6,9","78,3",NULL
10370,1990-06-03 00:00:00.000,"22,8","28,9","21,2",93,88,"25,4","1,8","2,9",114,NULL
10371,1990-06-04 00:00:00.000,24,"29,5",22,90,81,"0,5","1,2","3,8",110,NULL
10372,1990-06-05 00:00:00.000,"24,7","29,8","22,3",89,69,1,"1,8","3,1",116,NULL
10373,1990-06-06 00:00:00.000,"25,5","31,2","22,2",83,69,"0,5","2,2","5,5",140,NULL
10374,1990-06-07 00:00:00.000,"25,3","29,5",23,86,79,"1,1","2,4","1,9",116,NULL
10375,1990-06-08 00:00:00.000,"24,7","31,2","21,9",88,64,"24,8","1,8","6,5",104,NULL
10376,1990-06-09 00:00:00.000,"23,2","28,3","20,7",92,89,"2,2","1,8","7,8",133,NULL
10377,1990-06-10 00:00:00.000,"24,9","30,7","21,6",87,67,"13,2","2,4","9,2",137,NULL
10378,1990-06-11 00:00:00.000,"24,4","28,3","21,9",88,81,"6,8","1,6","3,4",140,NULL
10379,1990-06-12 00:00:00.000,"23,6","26,9","21,1",92,80,"21,6","1,8","0,7",180,NULL
10380,1990-06-13 00:00:00.000,23,"26,3","20,2",92,81,"26,9","1,4",0,244,NULL
10381,1990-06-14 00:00:00.000,"22,1","24,8","19,6",96,93,"27,5","0,7",0,311,NULL
10382,1990-06-15 00:00:00.000,22,"22,6","21,3",98,98,"63,7","0,3",0,542,NULL
10383,1990-06-16 00:00:00.000,"21,4","22,5","20,7",98,95,146,"0,6",0,1140,NULL
10384,1990-06-17 00:00:00.000,24,"27,4","21,2",83,73,"0,2","2,8",0,935,NULL
10385,1990-06-18 00:00:00.000,"24,9","29,8","21,5",81,62,0,"3,1","2,8",761,NULL
10386,1990-06-19 00:00:00.000,23,"28,4","21,9",94,90,"7,6","2,4","1,2",951,NULL
10387,1990-06-20 00:00:00.000,"23,2","25,3","21,8",96,93,"3,4","0,8","0,6",990,NULL
10388,1990-06-21 00:00:00.000,"23,6","28,3","21,5",94,83,"81,5","0,8","2,5",886,NULL
10389,1990-06-22 00:00:00.000,"24,5","29,2","22,5",89,75,1,"0,8","5,6",805,NULL
10390,1990-06-23 00:00:00.000,23,"28,5","21,9",93,88,"6,8","0,8","1,6",770,NULL
10391,1990-06-24 00:00:00.000,"23,4","29,8",22,97,95,"36,6","0,8","4,7",836,NULL
10392,1990-06-25 00:00:00.000,"24,6","29,8","22,2",90,84,"1,4",1,"5,2",758,NULL
10393,1990-06-26 00:00:00.000,"24,6","30,1","21,2",89,79,"52,7","1,4",8,786,NULL
10394,1990-06-27 00:00:00.000,"23,7","28,9","21,5",95,92,"36,5","1,4",4,591,NULL
10395,1990-06-28 00:00:00.000,"24,8","30,1","21,4",86,72,"0,2","1,6","9,3",564,NULL
10396,1990-06-29 00:00:00.000,"24,7","29,9","21,9",81,62,"0,2","1,9","8,1",482,NULL
10397,1990-06-30 00:00:00.000,"24,9","29,9","21,4",84,65,"4,5","1,5","8,8",420,NULL
10398,1990-07-01 00:00:00.000,"24,6","29,5",22,90,78,"6,3","1,5","4,7",376,NULL
10399,1990-07-02 00:00:00.000,"24,5","28,8","21,6",86,74,"0,5","0,8",10,367,NULL
10400,1990-07-03 00:00:00.000,25,"29,8",22,87,77,"1,6","1,4","8,6",344,NULL
10401,1990-07-04 00:00:00.000,"25,2","30,5","21,4",87,68,"1,7","2,9","10,5",337,NULL
10402,1990-07-05 00:00:00.000,"24,7",31,"20,6",85,62,"20,9","1,9","8,8",309,NULL
10403,1990-07-06 00:00:00.000,"24,8","29,8","20,7",84,65,"0,6","1,6","11,7",315,NULL
10404,1990-07-07 00:00:00.000,"24,2","29,9","21,2",88,74,"10,2","2,6","10,7",292,NULL
10405,1990-07-08 00:00:00.000,26,31,"21,1",80,64,0,3,12,270,NULL
10406,1990-07-09 00:00:00.000,25,"30,1",22,88,83,"5,2","2,1","8,4",258,NULL
10407,1990-07-10 00:00:00.000,"25,7","30,7",22,83,64,"16,3","1,8","9,2",246,NULL
10408,1990-07-11 00:00:00.000,"26,2","31,2","22,3",84,69,"0,2","2,4","6,6",231,NULL
10409,1990-07-12 00:00:00.000,"24,7","29,8","22,2",88,83,"24,9","1,5","6,7",234,NULL
10410,1990-07-13 00:00:00.000,"23,5","28,4","20,9",89,83,"2,7","1,7","9,6",265,NULL
10411,1990-07-14 00:00:00.000,"23,8","29,3","20,1",88,74,"3,6","3,2","6,7",289,NULL
10412,1990-07-15 00:00:00.000,"24,2","29,3","21,8",89,83,0,"4,2","8,5",331,NULL
10413,1990-07-16 00:00:00.000,"25,3","29,4","21,5",83,66,0,"4,8",12,311,NULL
10414,1990-07-17 00:00:00.000,"23,3","29,1",20,87,65,"48,8","4,4","8,1",342,NULL
10415,1990-07-18 00:00:00.000,"23,6","29,7","20,1",86,66,"22,9","2,2","6,2",362,NULL
10416,1990-07-19 00:00:00.000,"23,1","29,1","19,8",88,72,"16,5","2,6","6,9",320,NULL
10417,1990-07-20 00:00:00.000,"22,4","25,8","20,6",92,80,"28,2","2,2","2,7",421,NULL
10418,1990-07-21 00:00:00.000,"21,9","25,1","20,7",96,94,"5,8","2,2","1,2",447,NULL
10419,1990-07-22 00:00:00.000,"22,4","25,3","20,1",94,90,"11,1","1,2","0,5",449,NULL
10420,1990-07-23 00:00:00.000,"23,3","28,1","20,8",90,76,"1,2",1,"5,4",449,NULL
10421,1990-07-24 00:00:00.000,"24,3","28,7","21,3",84,72,"0,3","3,2",5,456,NULL
10422,1990-07-25 00:00:00.000,"24,8",30,"21,2",87,73,0,"2,8","6,7",431,NULL
10423,1990-07-26 00:00:00.000,"25,6","30,7","22,2",84,75,"1,3","2,3","8,4",394,NULL
10424,1990-07-27 00:00:00.000,"25,4","31,2","22,3",85,77,"6,3","2,7","8,8",375,NULL
10425,1990-07-28 00:00:00.000,"25,3","30,5","21,3",85,67,"11,8","2,8","9,4",357,NULL
10426,1990-07-29 00:00:00.000,"23,3",28,"20,7",90,80,"1,2",2,"3,9",339,NULL
10427,1990-07-30 00:00:00.000,"22,6","25,8","22,1",97,97,"21,9","1,2","0,6",322,NULL
10428,1990-07-31 00:00:00.000,"24,5","30,6","21,2",86,64,"24,6","1,5","7,6",389,NULL
10429,1990-08-01 00:00:00.000,"24,7","30,5","21,5",86,70,"6,8","2,9","5,3",380,NULL
10430,1990-08-02 00:00:00.000,"25,5","30,6","22,7",84,67,0,"2,9","9,9",339,NULL
10431,1990-08-03 00:00:00.000,"25,3","31,1","21,8",88,71,"2,2","2,6","10,6",313,NULL
10432,1990-08-04 00:00:00.000,"24,8","32,5","21,2",86,65,"12,7","2,7","9,9",287,NULL
10433,1990-08-05 00:00:00.000,"23,8","28,9","21,7",92,87,"3,7","1,5","7,4",278,NULL
10434,1990-08-06 00:00:00.000,"24,2","29,4","20,7",87,68,0,"1,9","5,9",273,NULL
10435,1990-08-07 00:00:00.000,"24,1","30,5","20,6",88,69,0,"1,4","7,2",258,NULL
10436,1990-08-08 00:00:00.000,"24,1","31,1","20,9",85,63,0,"1,9","4,4",258,NULL
10437,1990-08-09 00:00:00.000,"24,1","30,2","21,5",87,73,"1,8","2,1",8,243,NULL
10438,1990-08-10 00:00:00.000,"24,6","30,4","20,6",87,66,"0,7","1,4","9,3",275,NULL
10439,1990-08-11 00:00:00.000,"24,8","29,8","21,4",90,84,"0,4","1,8","10,3",285,NULL
10440,1990-08-12 00:00:00.000,25,"29,6","21,6",86,69,0,"1,6","9,1",265,NULL
10441,1990-08-13 00:00:00.000,23,"28,3","20,1",91,76,"19,8","1,2","6,7",301,NULL
10442,1990-08-14 00:00:00.000,"22,8","27,1","21,1",95,92,"13,4","0,4","2,7",350,NULL
10443,1990-08-15 00:00:00.000,"23,1","25,8","20,8",95,91,"19,6","0,4","0,6",412,NULL
10444,1990-08-16 00:00:00.000,"22,2","23,9","21,1",98,96,"15,2","0,5","1,2",614,NULL
10445,1990-08-17 00:00:00.000,"23,2","26,4","21,1",96,94,"45,2","0,3",1,654,NULL
10446,1990-08-18 00:00:00.000,"22,3","28,4","21,6",97,96,"23,9","0,8",5,658,NULL
10447,1990-08-19 00:00:00.000,"23,1","27,3","21,2",92,85,"3,6","1,2",2,722,NULL
10448,1990-08-20 00:00:00.000,23,"27,6","20,7",88,81,"3,1",1,"2,7",726,NULL
10449,1990-08-21 00:00:00.000,"23,5","28,1","20,6",86,69,"4,7","1,6","5,5",744,NULL
10450,1990-08-22 00:00:00.000,24,"28,8",22,88,75,"0,3","2,9","2,8",752,NULL
10451,1990-08-23 00:00:00.000,"23,2","25,3","22,1",93,90,"7,4",1,0,739,NULL
10452,1990-08-24 00:00:00.000,"23,4","27,7","20,5",93,90,"17,6","0,6","2,6",734,NULL
10453,1990-08-25 00:00:00.000,"22,4","28,1","21,2",98,97,"10,5","1,2","4,3",736,NULL
10454,1990-08-26 00:00:00.000,"22,3","26,2","20,2",95,91,"20,5","0,8",0,753,NULL
10455,1990-08-27 00:00:00.000,"21,8","26,4","20,2",98,95,"28,4","0,5","1,4",827,NULL
10456,1990-08-28 00:00:00.000,"22,2","24,2","20,4",95,91,"35,5","1,5",0,1010,NULL
10457,1990-08-29 00:00:00.000,"23,7","27,1","22,7",86,77,5,"0,9",0,948,NULL
10458,1990-08-30 00:00:00.000,"24,9","30,1","21,8",82,64,"0,7","2,1",3,863,NULL
10459,1990-08-31 00:00:00.000,"25,4","30,4","21,2",83,65,"1,8","2,1","2,9",840,NULL
10460,1990-09-01 00:00:00.000,"25,5","30,7","21,6",82,69,0,"2,9","10,6",864,NULL
10461,1990-09-02 00:00:00.000,"23,5","25,2","21,9",95,93,"34,3","0,3",0,961,NULL
10462,1990-09-03 00:00:00.000,"21,6","25,3","20,7",98,95,78,"0,2",0,1420,NULL
10463,1990-09-04 00:00:00.000,"22,6","28,1","19,9",91,75,"7,2","0,6",3,1490,NULL
10464,1990-09-05 00:00:00.000,"23,4","29,1","20,2",88,69,27,"1,2","3,4",1090,NULL
10465,1990-09-06 00:00:00.000,"23,8","29,6","20,2",90,72,"9,4",2,"10,3",1040,NULL
10466,1990-09-07 00:00:00.000,"23,8","28,4","20,5",92,89,"3,2",1,9,966,NULL
10467,1990-09-08 00:00:00.000,"22,7","28,5","21,2",97,93,"53,5","0,5","1,9",916,NULL
10468,1990-09-09 00:00:00.000,"24,4","30,3","20,7",84,65,"4,2","1,5","6,6",995,NULL
10469,1990-09-10 00:00:00.000,"24,2","30,2","21,1",85,65,6,"1,6","8,6",913,NULL
10470,1990-09-11 00:00:00.000,"24,7","29,2","21,8",89,79,"0,5","1,4","6,2",805,NULL
10471,1990-09-12 00:00:00.000,"23,3","26,9","21,7",94,84,"4,7","2,1","3,3",763,NULL
10472,1990-09-13 00:00:00.000,"24,3","30,5","19,8",88,65,0,"1,2",11,709,NULL
10473,1990-09-14 00:00:00.000,"24,8","31,3","21,3",87,66,0,"1,6","8,5",662,NULL
10474,1990-09-15 00:00:00.000,"23,4","28,3","21,9",94,91,"29,1","1,2","2,3",753,NULL
10475,1990-09-16 00:00:00.000,"24,4","29,3","20,7",89,74,0,"1,2","3,7",730,NULL
10476,1990-09-17 00:00:00.000,"23,1","28,1","19,9",94,83,"43,5","1,2","3,2",690,NULL
10477,1990-09-18 00:00:00.000,"24,8","29,4","21,9",86,65,"5,5","1,5",7,640,NULL
10478,1990-09-19 00:00:00.000,"24,4","29,8","21,2",88,76,"0,8","1,5","4,2",604,NULL
10479,1990-09-20 00:00:00.000,"24,6","30,1",22,87,69,"10,6","1,4","7,3",568,NULL
10480,1990-09-21 00:00:00.000,"24,6",31,"20,2",86,66,"1,3","1,3","8,5",555,NULL
